"","Rank","feature","Top50"
"4289",51,1,0
"4290",52,1,0
"4291",53,1,0
"4292",54,0,0
"4293",55,0,0
"4294",56,1,0
"4295",57,0,0
"4296",58,0,0
"4297",59,0,0
"4298",60,0,0
"4299",61,0,0
"4300",62,0,0
"4301",63,1,0
"4302",64,0,0
"4303",65,1,0
"4304",66,0,0
"4305",67,0,0
"4306",68,1,0
"4307",69,0,0
"4308",70,0,0
"4309",71,1,0
"4310",72,1,0
"4311",73,1,0
"4312",74,0,0
"4313",75,0,0
"4314",76,0,0
"4315",77,0,0
"4316",78,0,0
"4317",79,1,0
"4318",80,1,0
"4319",81,0,0
"4320",82,1,0
"4321",83,0,0
"4322",84,0,0
"4323",85,1,0
"4324",86,0,0
"4325",87,0,0
"4326",88,0,0
"4327",89,0,0
"4328",90,1,0
"4329",91,0,0
"4330",92,0,0
"4331",93,0,0
"4332",94,0,0
"4333",95,0,0
"4334",96,0,0
"4335",97,0,0
"4336",98,0,0
"4337",99,0,0
"4338",100,0,0
"4339",1,0,1
"4340",2,1,1
"4341",3,0,1
"4342",4,1,1
"4343",5,1,1
"4344",6,0,1
"4345",7,0,1
"4346",8,0,1
"4347",9,1,1
"4348",10,0,1
"4349",11,1,1
"4350",12,0,1
"4351",13,0,1
"4352",14,0,1
"4353",15,0,1
"4354",16,1,1
"4355",17,0,1
"4356",18,0,1
"4357",19,0,1
"4358",20,1,1
"4359",21,1,1
"4360",22,1,1
"4361",23,0,1
"4362",24,0,1
"4363",25,0,1
"4364",26,0,1
"4365",27,0,1
"4366",28,0,1
"4367",29,0,1
"4368",30,0,1
"4369",31,0,1
"4370",32,0,1
"4371",33,0,1
"4372",34,1,1
"4373",35,0,1
"4374",36,1,1
"4375",37,0,1
"4376",38,1,1
"4377",39,1,1
"4378",40,0,1
"4379",41,1,1
"4380",42,0,1
"4381",43,0,1
"4382",44,0,1
"4383",45,1,1
"4384",46,0,1
"4385",47,1,1
"4386",48,1,1
"4387",49,0,1
"4388",50,1,1
"4389",51,1,0
"4390",52,0,0
"4391",53,1,0
"4392",54,1,0
"4393",55,0,0
"4394",56,0,0
"4395",57,0,0
"4396",58,1,0
"4397",59,1,0
"4398",60,0,0
"4399",61,0,0
"4400",62,0,0
"4401",63,1,0
"4402",64,1,0
"4403",65,1,0
"4404",66,0,0
"4405",67,0,0
"4406",68,1,0
"4407",69,1,0
"4408",70,0,0
"4409",71,0,0
"4410",72,1,0
"4411",73,1,0
"4412",74,0,0
"4413",75,0,0
"4414",76,0,0
"4415",77,0,0
"4416",78,0,0
"4417",79,0,0
"4418",80,1,0
"4419",81,0,0
"4420",82,0,0
"4421",83,0,0
"4422",84,1,0
"4423",85,0,0
"4424",86,0,0
"4425",87,0,0
"4426",88,1,0
"4427",89,0,0
"4428",90,0,0
"4429",91,0,0
"4430",92,0,0
"4431",93,1,0
"4432",94,0,0
"4433",95,1,0
"4434",96,0,0
"4435",97,0,0
"4436",98,1,0
"4437",99,0,0
"4438",100,1,0
"4439",1,1,1
"4440",2,0,1
"4441",3,1,1
"4442",4,1,1
"4443",5,0,1
"4444",6,0,1
"4445",7,0,1
"4446",8,1,1
"4447",9,0,1
"4448",10,0,1
"4449",11,1,1
"4450",12,0,1
"4451",13,0,1
"4452",14,0,1
"4453",15,0,1
"4454",16,0,1
"4455",17,0,1
"4456",18,0,1
"4457",19,0,1
"4458",20,1,1
"4459",21,0,1
"4460",22,0,1
"4461",23,1,1
"4462",24,1,1
"4463",25,0,1
"4464",26,0,1
"4465",28,0,1
"4466",29,1,1
"4467",30,0,1
"4468",31,0,1
"4469",32,1,1
"4470",33,0,1
"4471",34,1,1
"4472",35,1,1
"4473",36,1,1
"4474",37,0,1
"4475",38,0,1
"4476",39,0,1
"4477",40,0,1
"4478",41,0,1
"4479",42,0,1
"4480",43,0,1
"4481",44,0,1
"4482",45,0,1
"4483",46,0,1
"4484",47,0,1
"4485",48,1,1
"4486",49,0,1
"4487",50,1,1
"4488",51,1,0
"4489",52,0,0
"4490",53,0,0
"4491",54,1,0
"4492",55,0,0
"4493",56,0,0
"4494",57,1,0
"4495",58,0,0
"4496",59,0,0
"4497",60,0,0
"4498",61,1,0
"4499",62,0,0
"4500",63,0,0
"4501",64,0,0
"4502",65,1,0
"4503",66,0,0
"4504",67,0,0
"4505",68,0,0
"4506",69,0,0
"4507",70,0,0
"4508",71,0,0
"4509",72,0,0
"4510",73,0,0
"4511",74,0,0
"4512",75,0,0
"4513",76,0,0
"4514",77,0,0
"4515",78,0,0
"4516",79,1,0
"4517",80,0,0
"4518",81,0,0
"4519",82,0,0
"4520",83,0,0
"4521",84,0,0
"4522",85,0,0
"4523",87,0,0
"4524",88,0,0
"4525",89,0,0
"4526",90,1,0
"4527",91,0,0
"4528",92,0,0
"4529",93,0,0
"4530",94,0,0
"4531",95,0,0
"4532",96,0,0
"4533",97,0,0
"4534",98,0,0
"4535",99,0,0
"4536",100,0,0
"4537",1,1,1
"4538",2,1,1
"4539",3,0,1
"4540",4,0,1
"4541",5,1,1
"4542",6,0,1
"4543",7,1,1
"4544",8,0,1
"4545",9,1,1
"4546",10,0,1
"4547",11,0,1
"4548",12,0,1
"4549",13,1,1
"4550",14,1,1
"4551",15,0,1
"4552",16,0,1
"4553",17,0,1
"4554",18,0,1
"4555",19,0,1
"4556",20,1,1
"4557",21,0,1
"4558",22,1,1
"4559",24,1,1
"4560",25,0,1
"4561",26,1,1
"4562",27,0,1
"4563",28,1,1
"4564",29,0,1
"4565",30,0,1
"4566",31,1,1
"4567",32,0,1
"4568",33,0,1
"4569",34,1,1
"4570",35,0,1
"4571",36,1,1
"4572",37,0,1
"4573",38,0,1
"4574",39,1,1
"4575",40,0,1
"4576",41,1,1
"4577",42,1,1
"4578",43,1,1
"4579",44,1,1
"4580",45,0,1
"4581",46,0,1
"4582",47,0,1
"4583",48,1,1
"4584",49,0,1
"4585",50,0,1
"4586",51,0,0
"4587",52,0,0
"4588",53,0,0
"4589",54,0,0
"4590",55,0,0
"4591",56,1,0
"4592",57,0,0
"4593",58,0,0
"4594",59,1,0
"4595",60,1,0
"4596",61,0,0
"4597",62,0,0
"4598",63,0,0
"4599",64,0,0
"4600",65,0,0
"4601",66,0,0
"4602",67,0,0
"4603",68,0,0
"4604",69,0,0
"4605",70,0,0
"4606",71,0,0
"4607",72,0,0
"4608",73,0,0
"4609",74,0,0
"4610",75,0,0
"4611",76,0,0
"4612",77,1,0
"4613",78,0,0
"4614",79,0,0
"4615",80,0,0
"4616",81,1,0
"4617",82,1,0
"4618",83,0,0
"4619",84,0,0
"4620",85,1,0
"4621",86,0,0
"4622",87,1,0
"4623",88,0,0
"4624",89,0,0
"4625",90,0,0
"4626",91,1,0
"4627",92,0,0
"4628",93,0,0
"4629",94,0,0
"4630",96,0,0
"4631",97,0,0
"4632",98,0,0
"4633",99,0,0
"4634",100,0,0
"4635",1,0,1
"4636",2,1,1
"4637",3,0,1
"4638",4,1,1
"4639",5,0,1
"4640",6,1,1
"4641",7,0,1
"4642",8,0,1
"4643",9,1,1
"4644",10,0,1
"4645",11,1,1
"4646",12,0,1
"4647",13,0,1
"4648",14,0,1
"4649",15,0,1
"4650",16,1,1
"4651",17,0,1
"4652",18,0,1
"4653",19,0,1
"4654",20,0,1
"4655",21,0,1
"4656",22,0,1
"4657",23,0,1
"4658",24,0,1
"4659",25,0,1
"4660",26,1,1
"4661",27,0,1
"4662",28,1,1
"4663",29,0,1
"4664",30,1,1
"4665",31,0,1
"4666",32,0,1
"4667",33,0,1
"4668",34,0,1
"4669",35,1,1
"4670",36,0,1
"4671",37,1,1
"4672",38,1,1
"4673",39,0,1
"4674",40,1,1
"4675",41,1,1
"4676",42,1,1
"4677",43,1,1
"4678",44,0,1
"4679",45,0,1
"4680",46,0,1
"4681",47,0,1
"4682",48,0,1
"4683",49,1,1
"4684",50,0,1
"4685",51,0,0
"4686",52,0,0
"4687",53,0,0
"4688",54,0,0
"4689",55,1,0
"4690",56,0,0
"4691",57,0,0
"4692",58,1,0
"4693",59,0,0
"4694",60,0,0
"4695",61,0,0
"4696",62,0,0
"4697",63,0,0
"4698",64,0,0
"4699",65,1,0
"4700",66,0,0
"4701",67,0,0
"4702",68,0,0
"4703",69,0,0
"4704",70,0,0
"4705",71,0,0
"4706",72,1,0
"4707",73,0,0
"4708",74,0,0
"4709",75,0,0
"4710",76,0,0
"4711",77,1,0
"4712",78,0,0
"4713",79,0,0
"4714",80,0,0
"4715",81,0,0
"4716",82,1,0
"4717",83,1,0
"4718",84,1,0
"4719",85,1,0
"4720",86,0,0
"4721",87,1,0
"4722",88,0,0
"4723",89,1,0
"4724",91,0,0
"4725",92,1,0
"4726",93,0,0
"4727",94,1,0
"4728",95,0,0
"4729",96,1,0
"4730",97,0,0
"4731",98,0,0
"4732",99,0,0
"4733",100,0,0
"4734",1,1,1
"4735",2,0,1
"4736",3,1,1
"4737",4,0,1
"4738",5,0,1
"4739",6,0,1
"4740",7,0,1
"4741",8,0,1
"4742",9,0,1
"4743",10,0,1
"4744",11,0,1
"4745",12,0,1
"4746",13,0,1
"4747",14,0,1
"4748",15,1,1
"4749",16,1,1
"4750",17,0,1
"4751",18,0,1
"4752",19,1,1
"4753",20,0,1
"4754",21,1,1
"4755",22,0,1
"4756",23,1,1
"4757",24,1,1
"4758",25,0,1
"4759",26,0,1
"4760",27,1,1
"4761",28,0,1
"4762",29,0,1
"4763",30,0,1
"4764",31,1,1
"4765",32,1,1
"4766",33,0,1
"4767",34,0,1
"4768",35,0,1
"4769",36,0,1
"4770",37,0,1
"4771",38,0,1
"4772",39,0,1
"4773",40,1,1
"4774",41,1,1
"4775",42,0,1
"4776",43,0,1
"4777",44,1,1
"4778",45,0,1
"4779",46,0,1
"4780",47,1,1
"4781",48,0,1
"4782",49,0,1
"4783",51,1,0
"4784",52,0,0
"4785",53,0,0
"4786",54,0,0
"4787",55,1,0
"4788",56,0,0
"4789",57,0,0
"4790",58,0,0
"4791",59,0,0
"4792",60,0,0
"4793",61,0,0
"4794",62,0,0
"4795",63,0,0
"4796",64,0,0
"4797",65,0,0
"4798",66,1,0
"4799",67,0,0
"4800",68,0,0
"4801",69,1,0
"4802",70,0,0
"4803",71,0,0
"4804",72,1,0
"4805",73,0,0
"4806",74,0,0
"4807",75,1,0
"4808",76,1,0
"4809",77,0,0
"4810",78,1,0
"4811",79,0,0
"4812",80,0,0
"4813",81,0,0
"4814",82,1,0
"4815",83,0,0
"4816",84,1,0
"4817",85,0,0
"4818",86,0,0
"4819",87,0,0
"4820",88,1,0
"4821",89,0,0
"4822",90,0,0
"4823",91,0,0
"4824",92,0,0
"4825",93,0,0
"4826",94,0,0
"4827",95,0,0
"4828",96,0,0
"4829",98,0,0
"4830",99,0,0
"4831",100,0,0
